
---------- Begin Simulation Statistics ----------
simSeconds                                   0.484730                       # Number of seconds simulated (Second)
system.membus.transDist::ReadResp             1766005                       # Transaction distribution (Count)
system.membus.transDist::WritebackDirty        778109                       # Transaction distribution (Count)
system.membus.transDist::CleanEvict           1477665                       # Transaction distribution (Count)
system.membus.transDist::UpgradeReq                20                       # Transaction distribution (Count)
system.membus.transDist::ReadExReq             506656                       # Transaction distribution (Count)
system.membus.transDist::ReadExResp            506656                       # Transaction distribution (Count)
system.membus.transDist::ReadSharedReq        1766005                       # Transaction distribution (Count)
system.membus.transDist::InvalidateReq          16039                       # Transaction distribution (Count)
system.membus.pktCount_system.l2.mem_side_port::system.mem_ctrls.port      6817155                       # Packet count per connected requestor and responder (Count)
system.membus.pktCount::total                 6817155                       # Packet count per connected requestor and responder (Count)
system.membus.pktSize_system.l2.mem_side_port::system.mem_ctrls.port    195249280                       # Cumulative packet size per connected requestor and responder (Byte)
system.membus.pktSize::total                195249280                       # Cumulative packet size per connected requestor and responder (Byte)
system.membus.snoops                                0                       # Total snoops (Count)
system.membus.snoopTraffic                          0                       # Total snoop traffic (Byte)
system.membus.snoopFanout::samples            2288720                       # Request fanout histogram (Count)
system.membus.snoopFanout::mean                     0                       # Request fanout histogram (Count)
system.membus.snoopFanout::stdev                    0                       # Request fanout histogram (Count)
system.membus.snoopFanout::underflows               0      0.00%      0.00% # Request fanout histogram (Count)
system.membus.snoopFanout::0                  2288720    100.00%    100.00% # Request fanout histogram (Count)
system.membus.snoopFanout::1                        0      0.00%    100.00% # Request fanout histogram (Count)
system.membus.snoopFanout::overflows                0      0.00%    100.00% # Request fanout histogram (Count)
system.membus.snoopFanout::min_value                0                       # Request fanout histogram (Count)
system.membus.snoopFanout::max_value                0                       # Request fanout histogram (Count)
system.membus.snoopFanout::total              2288720                       # Request fanout histogram (Count)
system.membus.power_state.pwrStateResidencyTicks::UNDEFINED 484730384000                       # Cumulative time (in ticks) in various power states (Tick)
system.membus.reqLayer0.occupancy          8265466500                       # Layer occupancy (ticks) (Tick)
system.membus.reqLayer0.utilization               0.0                       # Layer utilization (Ratio)
system.membus.respLayer1.occupancy        12055001250                       # Layer occupancy (ticks) (Tick)
system.membus.respLayer1.utilization              0.0                       # Layer utilization (Ratio)
system.membus.snoop_filter.totRequests        4544494                       # Total number of requests made to the snoop filter. (Count)
system.membus.snoop_filter.hitSingleRequests      2255913                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.membus.snoop_filter.hitMultiRequests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.membus.snoop_filter.totSnoops                0                       # Total number of snoops made to the snoop filter. (Count)
system.membus.snoop_filter.hitSingleSnoops            0                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.membus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.tol2bus.transDist::ReadResp            7641867                       # Transaction distribution (Count)
system.tol2bus.transDist::WritebackDirty      6168412                       # Transaction distribution (Count)
system.tol2bus.transDist::WritebackClean      2699716                       # Transaction distribution (Count)
system.tol2bus.transDist::CleanEvict          3946171                       # Transaction distribution (Count)
system.tol2bus.transDist::UpgradeReq              132                       # Transaction distribution (Count)
system.tol2bus.transDist::UpgradeResp             132                       # Transaction distribution (Count)
system.tol2bus.transDist::ReadExReq           2298363                       # Transaction distribution (Count)
system.tol2bus.transDist::ReadExResp          2298363                       # Transaction distribution (Count)
system.tol2bus.transDist::ReadCleanReq        2700377                       # Transaction distribution (Count)
system.tol2bus.transDist::ReadSharedReq       4941490                       # Transaction distribution (Count)
system.tol2bus.transDist::InvalidateReq        614463                       # Transaction distribution (Count)
system.tol2bus.transDist::InvalidateResp       614463                       # Transaction distribution (Count)
system.tol2bus.pktCount_system.cpu.icache.mem_side_port::system.l2.cpu_side_port      8100247                       # Packet count per connected requestor and responder (Count)
system.tol2bus.pktCount_system.cpu.dcache.mem_side_port::system.l2.cpu_side_port     23562441                       # Packet count per connected requestor and responder (Count)
system.tol2bus.pktCount::total               31662688                       # Packet count per connected requestor and responder (Count)
system.tol2bus.pktSize_system.cpu.icache.mem_side_port::system.l2.cpu_side_port    345591680                       # Cumulative packet size per connected requestor and responder (Byte)
